Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Innovative OER Model for Technology-Enhanced Academic and Entrepreneurial Learning","Open Education: from OERs to MOOCs","","","","10.1007/978-3-662-52925-6_17","Nenad StefanovicDanijela Milosevic","2017","http://link.springer.com/chapter/10.1007/978-3-662-52925-6_17","Chapter"
"Broken probes: toward the design of worn media","Personal and Ubiquitous Computing","","18","3","10.1007/s00779-013-0690-y","Miwa IkemiyaDaniela K. Rosner","2014","http://link.springer.com/article/10.1007/s00779-013-0690-y","Article"
"Redefining Game Engine Architecture Through Concurrency","Intelligent Software Methodologies, Tools and Techniques","","","","10.1007/978-3-319-17530-0_11","Ali MohebaliThiam Kian Chiew","2015","http://link.springer.com/chapter/10.1007/978-3-319-17530-0_11","Chapter"
"Elements of Adaptation in Ambient User Interfaces","Computers Helping People with Special Needs","","","","10.1007/978-3-319-41267-2_85","Laura BurzagliFabio GoriPaolo BarontiMarco BilliPier Luigi Emiliani","2016","http://link.springer.com/chapter/10.1007/978-3-319-41267-2_85","Chapter"
"Reactor protection system testing for the solid fuel thorium molten salt reactor","Nuclear Science and Techniques","","27","5","10.1007/s41365-016-0091-9","Zhen-Bao LiuYe LiuGui-Min LiuJie Hou","2016","http://link.springer.com/article/10.1007/s41365-016-0091-9","Article"
"Virtual Tailor for Garment Design","Virtual, Augmented and Mixed Reality","","","","10.1007/978-3-319-39907-2_62","Andrea VitaliLorenzo D’AmicoCaterina Rizzi","2016","http://link.springer.com/chapter/10.1007/978-3-319-39907-2_62","Chapter"
"Mobile Monitoring Review: Comparative with MoMo Framework Solution","Ambient Assisted Living. ICT-based Solutions in Real Life Situations","","","","10.1007/978-3-319-26410-3_21","Vladimir VillarrealRamón HervásJose Bravo","2015","http://link.springer.com/chapter/10.1007/978-3-319-26410-3_21","Chapter"
"RAMCIP: Towards a Robotic Assistant to Support Elderly with Mild Cognitive Impairments at Home","Pervasive Computing Paradigms for Mental Health","","","","10.1007/978-3-319-32270-4_19","Ioannis KostavelisDimitrios GiakoumisSotiris MalasiotisDimitrios Tzovaras","2016","http://link.springer.com/chapter/10.1007/978-3-319-32270-4_19","Chapter"
"PaSt: Human Tracking and Gestures Recognition for Flexible Virtual Environments Management","Augmented Reality, Virtual Reality, and Computer Graphics","","","","10.1007/978-3-319-40651-0_27","Dario Di MauroDavide Maria CalandraAntonio OrigliaFrancesco Cutugno","2016","http://link.springer.com/chapter/10.1007/978-3-319-40651-0_27","Chapter"
"Ontology-Based Modeling of Context-Aware Systems","Model-Driven Engineering Languages and Systems","","","","10.1007/978-3-319-11653-2_30","Daniel LüddeckeNina BergmannIna Schaefer","2014","http://link.springer.com/chapter/10.1007/978-3-319-11653-2_30","Chapter"
"Ontology Transformation of Enterprise Architecture Models","Technological Innovation for Collective Awareness Systems","","","","10.1007/978-3-642-54734-8_7","Marzieh BakhshadehAndré MoraisArtur CaetanoJosé Borbinha","2014","http://link.springer.com/chapter/10.1007/978-3-642-54734-8_7","Chapter"
"Industry Day Overview","Advances in Information Retrieval","","","","10.1007/978-3-319-30671-1_81","Omar AlonsoPavel Serdyukov","2016","http://link.springer.com/chapter/10.1007/978-3-319-30671-1_81","Chapter"
"Assessment of Agent Architectures for Telehealth","Highlights of Practical Applications of Heterogeneous Multi-Agent Systems. The PAAMS Collection","","","","10.1007/978-3-319-07767-3_8","Daniel JørgensenKasper HallenborgYves Demazeau","2014","http://link.springer.com/chapter/10.1007/978-3-319-07767-3_8","Chapter"
"Design and Verification Environment for High-Performance Video-Based Embedded Systems","Distributed Embedded Smart Cameras","","","","10.1007/978-1-4614-7705-1_4","Michael MefenzaFranck YongaChristophe Bobda","2014","http://link.springer.com/chapter/10.1007/978-1-4614-7705-1_4","Chapter"
"Using Bayesian networks for highly available cloud-based web applications","Journal of Reliable Intelligent Environments","","1","2 - 4","10.1007/s40860-015-0009-z","Stefano Marrone","2015","http://link.springer.com/article/10.1007/s40860-015-0009-z","Article"
"Liquid Stream Processing Across Web Browsers and Web Servers","Engineering the Web in the Big Data Era","","","","10.1007/978-3-319-19890-3_3","Masiar BabazadehAndrea GallidabinoCesare Pautasso","2015","http://link.springer.com/chapter/10.1007/978-3-319-19890-3_3","Chapter"
"Editorial for EAIT Issue 1, 2017","Education and Information Technologies","","22","1","10.1007/s10639-016-9570-1","Arthur Tatnall","2017","http://link.springer.com/article/10.1007/s10639-016-9570-1","Article"
"Towards Strategy Patterns for Evaluating Usability","Engineering the Web in the Big Data Era","","","","10.1007/978-3-319-19890-3_62","Belen RiveraPablo BeckerPhilip LewLuis Olsina","2015","http://link.springer.com/chapter/10.1007/978-3-319-19890-3_62","Chapter"
"Augmented Reality for Allowing Time Navigation in Cultural Tourism Experiences: A Case Study","Augmented and Virtual Reality","","","","10.1007/978-3-319-13969-2_22","Alessandro FioreLuca MainettiLuigi MancoPalmalisa Marra","2014","http://link.springer.com/chapter/10.1007/978-3-319-13969-2_22","Chapter"
"Enabling Co-Located Physical Social Play: A Framework for Design and Evaluation","Game User Experience Evaluation","","","","10.1007/978-3-319-15985-0_10","Elena Márquez SeguraKatherine Isbister","2015","http://link.springer.com/chapter/10.1007/978-3-319-15985-0_10","Chapter"
"A Virtual Reality Platform for Musical Creation: GENESIS-RT","Sound, Music, and Motion","","","","10.1007/978-3-319-12976-1_22","James LeonardClaude CadozNicolas CastagneJean-Loup FlorensAnnie Luciani","2014","http://link.springer.com/chapter/10.1007/978-3-319-12976-1_22","Chapter"
"Modular Development of Mobile Robots with Open Source Hardware and Software Components","RoboCup 2013: Robot World Cup XVII","","","","10.1007/978-3-662-44468-9_52","Martino MigliavaccaAndrea BonariniMatteo Matteucci","2014","http://link.springer.com/chapter/10.1007/978-3-662-44468-9_52","Chapter"
"Upgrade-E: A Rapid Prototyping Platform for Connected Powertrain Functions and Services","Energy Consumption and Autonomous Driving","","","","10.1007/978-3-319-19818-7_16","A. EngstleA. ZinklA. AngermaierW. Schelter","2016","http://link.springer.com/chapter/10.1007/978-3-319-19818-7_16","Chapter"
"An Integrated Autonomous Navigation and Decision-Making Architecture for Planetary Exploration Rovers","International Technology Robotics Applications","","","","10.1007/978-3-319-02332-8_10","A. MedinaG. BinetP. Colmenarejo","2014","http://link.springer.com/chapter/10.1007/978-3-319-02332-8_10","Chapter"
"Development and Production Processes for Secure Embedded Control Devices","Systems, Software and Services Process Improvement","","","","10.1007/978-3-319-44817-6_10","Tobias RauterAndrea HöllerJohannes IberChristian Kreiner","2016","http://link.springer.com/chapter/10.1007/978-3-319-44817-6_10","Chapter"
"Ubiquitous Intelligence and computing for enabling a smarter world","Personal and Ubiquitous Computing","","","","10.1007/s00779-017-1015-3","Diego López-de-IpiñaLiming ChenNathalie MittonGang Pan","2017","http://link.springer.com/article/10.1007/s00779-017-1015-3","Article"
"A Compact Walking Robot – Flexible Research and Development Platform","Recent Advances in Automation, Robotics and Measuring Techniques","","","","10.1007/978-3-319-05353-0_33","Dominik BelterKrzysztof Walas","2014","http://link.springer.com/chapter/10.1007/978-3-319-05353-0_33","Chapter"
"Smart Structure for Automated Rangoli","Emerging Research in Computing, Information, Communication and Applications","","","","10.1007/978-81-322-2550-8_54","Jit SenGuptaSuman Deb","2015","http://link.springer.com/chapter/10.1007/978-81-322-2550-8_54","Chapter"
"VASCO: Variability Specification in Business Process Models","Enterprise Information Systems","","","","10.1007/978-3-319-29133-8_30","Raoul Taffo TiamAbdelhak-Djamel SeriaiRaphael Michel","2015","http://link.springer.com/chapter/10.1007/978-3-319-29133-8_30","Chapter"
"JEMF: A Framework for the Development of Mobile Systems for Emergency Management","Collaboration and Technology","","","","10.1007/978-3-319-10166-8_21","Marcus F. T. MachadoBruno S. NascimentoAdriana S. VivacquaMarcos R. S. Borges","2014","http://link.springer.com/chapter/10.1007/978-3-319-10166-8_21","Chapter"
"Self-adaptive Hardware Acceleration on a Heterogeneous Cluster","Self-aware Computing Systems","","","","10.1007/978-3-319-39675-0_9","Xinyu NiuTim TodmanWayne Luk","2016","http://link.springer.com/chapter/10.1007/978-3-319-39675-0_9","Chapter"
"Computation in networks","Computational Cognitive Science","","1","1","10.1186/s40469-015-0003-z","James K Peterson","2015","http://link.springer.com/article/10.1186/s40469-015-0003-z","Article"
"Wildlife in the cloud: A new approach for engaging stakeholders in wildlife management","Ambio","","44","4","10.1007/s13280-015-0706-0","Guillaume Chapron","2015","http://link.springer.com/article/10.1007/s13280-015-0706-0","Article"
"Wireless home automation networks for indoor surveillance: technologies and experiments","EURASIP Journal on Wireless Communications and Networking","","2014","1","10.1186/1687-1499-2014-6","Milo SpadaciniStefano SavazziMonica Nicoli","2014","http://link.springer.com/article/10.1186/1687-1499-2014-6","Article"
"Linked Open Data and e-Participation in the EU Law-Making Process","Electronic Government and the Information Systems Perspective","","","","10.1007/978-3-319-44159-7_6","P. SchmitzE. FrancesconiB. BatoucheB. DombrovschiD. DuyS. P. LandercyV. Parisse","2016","http://link.springer.com/chapter/10.1007/978-3-319-44159-7_6","Chapter"
"An Agile Implementation within a Medical Device Software Organisation","Software Process Improvement and Capability Determination","","","","10.1007/978-3-319-13036-1_17","Martin McHughFergal McCafferyGarret Coady","2014","http://link.springer.com/chapter/10.1007/978-3-319-13036-1_17","Chapter"
"RoboCup SPL 2014 Champion Team Paper","RoboCup 2014: Robot World Cup XVIII","","","","10.1007/978-3-319-18615-3_6","Jayen AsharJaiden AshmoreBrad HallSean HarrisBernhard HengstRoger LiuZijie Mei (Jacky)Maurice PagnuccoRitwik RoyClaude SammutOleg SushkovBelinda TehLuke Tsekouras","2015","http://link.springer.com/chapter/10.1007/978-3-319-18615-3_6","Chapter"
"A Science Mapping Analysis of the Literature on Software Product Lines","Intelligent Software Methodologies, Tools and Techniques","","","","10.1007/978-3-319-22689-7_18","Ruben HeradioHector Perez-MoragoDavid Fernandez-AmorosFrancisco Javier CabrerizoEnrique Herrera-Viedma","2015","http://link.springer.com/chapter/10.1007/978-3-319-22689-7_18","Chapter"
"On Data Persistence Models for Mobile Crowdsensing Applications","Data Analytics and Management in Data Intensive Domains","","","","10.1007/978-3-319-57135-5_14","Dmitry NamiotManfred Sneps-Sneppe","2017","http://link.springer.com/chapter/10.1007/978-3-319-57135-5_14","Chapter"
"Incremental Speech Production for Polite and Natural Personal-Space Intrusion","Social Robotics","","","","10.1007/978-3-319-25554-5_8","Timo BaumannFelix Lindner","2015","http://link.springer.com/chapter/10.1007/978-3-319-25554-5_8","Chapter"
"Personalized Short-Term Multi-modal Interaction for Social Robots Assisting Users in Shopping Malls","Social Robotics","","","","10.1007/978-3-319-25554-5_27","Luca IocchiMaria Teresa LázaroLaurent JeanpierreAbdel-Illah Mouaddib","2015","http://link.springer.com/chapter/10.1007/978-3-319-25554-5_27","Chapter"
"Discrete classification technique applied to TV advertisements liking recognition system based on low-cost EEG headsets","BioMedical Engineering OnLine","","15","1","10.1186/s12938-016-0181-2","Luis M. Soria MorilloJuan A. Alvarez-GarciaLuis Gonzalez-AbrilJuan A. Ortega Ramírez","2016","http://link.springer.com/article/10.1186/s12938-016-0181-2","Article"
"ROBSNA: Social Robot for Interaction and Learning Therapies","Towards Autonomous Robotic Systems","","","","10.1007/978-3-662-43645-5_47","Paulina VélezKatherine GallegosJosé SilvaLuis TumalliCristian Vaca","2014","http://link.springer.com/chapter/10.1007/978-3-662-43645-5_47","Chapter"
"Monitoring Student Activities with a Querying System over Electronic Worksheets","Collaboration and Technology","","","","10.1007/978-3-319-10166-8_4","Nelson BaloianJose A. PinoJens HardingsHeinz Ulrich Hoppe","2014","http://link.springer.com/chapter/10.1007/978-3-319-10166-8_4","Chapter"
"Using the Bright Sparks Software Tool During Creative Design Work","Collaboration in Creative Design","","","","10.1007/978-3-319-29155-0_15","James LockerbieNeil Maiden","2016","http://link.springer.com/chapter/10.1007/978-3-319-29155-0_15","Chapter"
"Comparative analyses of current three-dimensional numerical solar wind models","Science China Earth Sciences","","58","6","10.1007/s11430-015-5062-1","Shi Tsan WuMurray Dryer","2015","http://link.springer.com/article/10.1007/s11430-015-5062-1","Article"
"Ontology for Service-Based Control of Production Systems","Advances in Production Management Systems: Innovative Production Management Towards Sustainable Growth","","","","10.1007/978-3-319-22759-7_56","Elisa NegriLuca FumagalliMarco MacchiMarco Garetti","2015","http://link.springer.com/chapter/10.1007/978-3-319-22759-7_56","Chapter"
"Home Appliance Control and Monitoring System Model Based on Cloud Computing Technology","Mobile, Ubiquitous, and Intelligent Computing","","","","10.1007/978-3-642-40675-1_54","Yun CuiMyoungjin KimSeung-woo KumJong-jin JungTae-Beom LimHanku LeeOkkyung Choi","2014","http://link.springer.com/chapter/10.1007/978-3-642-40675-1_54","Chapter"
"Agile Software Development: What is Left to Do?","Future Business Software","","","","10.1007/978-3-319-04144-5_8","Joachim SchnitterJulius Geppert","2014","http://link.springer.com/chapter/10.1007/978-3-319-04144-5_8","Chapter"
"Consuming Resources and Services from Multiple Clouds","Journal of Grid Computing","","12","2","10.1007/s10723-013-9290-3","Dana Petcu","2014","http://link.springer.com/article/10.1007/s10723-013-9290-3","Article"
"A Decision Support Framework for Crisis Management","Decision Support Systems III - Impact of Decision Support Systems for Global Environments","","","","10.1007/978-3-319-11364-7_1","Daouda KamissokoPascale ZaratéFrançois Pérès","2014","http://link.springer.com/chapter/10.1007/978-3-319-11364-7_1","Chapter"
"Interactive Network Installation","Intelligent Technologies for Interactive Entertainment","","","","10.1007/978-3-319-08189-2_20","Ludovic LaffineurAlexandra DegeestChristian FrissonRudi Giot","2014","http://link.springer.com/chapter/10.1007/978-3-319-08189-2_20","Chapter"
"Towards an Architecture Combining Grounding and Planning for Human-Robot Interaction","RoboCup 2015: Robot World Cup XIX","","","","10.1007/978-3-319-29339-4_18","Dongcai LuXiaoping Chen","2015","http://link.springer.com/chapter/10.1007/978-3-319-29339-4_18","Chapter"
"Security in User Interfaces Distributed Amongst Dynamic Sets of Devices and Users","Collaboration Meets Interactive Spaces","","","","10.1007/978-3-319-45853-3_16","Luca FrosiniFabio Paternò","2016","http://link.springer.com/chapter/10.1007/978-3-319-45853-3_16","Chapter"
"Redundant Eucalyptus Private Clouds: Availability Modeling and Sensitivity Analysis","Journal of Grid Computing","","15","1","10.1007/s10723-016-9381-z","Rubens MatosJamilson DantasJean AraujoKishor S. TrivediPaulo Maciel","2017","http://link.springer.com/article/10.1007/s10723-016-9381-z","Article"
"Future Internet Systems Design and Implementation: Cloud and IoT Services Based on IoT-A and FIWARE","Designing, Developing, and Facilitating Smart Cities","","","","10.1007/978-3-319-44924-1_10","Stelios SotiriadisKostantinos StravoskoufosEuripides G.M. Petrakis","2017","http://link.springer.com/chapter/10.1007/978-3-319-44924-1_10","Chapter"
"An architecture for fluid real-time conversational agents: integrating incremental output generation and input processing","Journal on Multimodal User Interfaces","","8","1","10.1007/s12193-013-0130-3","Stefan KoppHerwin van WelbergenRamin YaghoubzadehHendrik Buschmeier","2014","http://link.springer.com/article/10.1007/s12193-013-0130-3","Article"
"Implementation of a cost-effective home lighting control system on embedded Linux with OpenWrt","Personal and Ubiquitous Computing","","18","3","10.1007/s00779-013-0671-1","Cheong Ghil KimKuinam J. Kim","2014","http://link.springer.com/article/10.1007/s00779-013-0671-1","Article"
"A Vision Location System Design of Glue Dispensing Robot","Intelligent Robotics and Applications","","","","10.1007/978-3-319-22873-0_48","Nianfeng WangJinghui LiuShuai WeiXianmin Zhang","2015","http://link.springer.com/chapter/10.1007/978-3-319-22873-0_48","Chapter"
"Towards Dependable Automation","Cyber Security: Analytics, Technology and Automation","","","","10.1007/978-3-319-18302-2_15","Jari SeppäläMikko Salmenperä","2015","http://link.springer.com/chapter/10.1007/978-3-319-18302-2_15","Chapter"
"Teleimpedance Control: Overview and Application","Human and Robot Hands","","","","10.1007/978-3-319-26706-7_10","Arash AjoudaniSasha B. GodfreyNikos TsagarakisAntonio Bicchi","2016","http://link.springer.com/chapter/10.1007/978-3-319-26706-7_10","Chapter"
"Software Tools for Project Management – Focus on Collaborative Management","New Perspectives in Information Systems and Technologies, Volume 2","","","","10.1007/978-3-319-05948-8_8","Maria Ester FerreiraAnabela Pereira Tereso","2014","http://link.springer.com/chapter/10.1007/978-3-319-05948-8_8","Chapter"
"Sensors in Your Clothes: Design and Development of a Prototype","Mobile Web and Intelligent Information Systems","","","","10.1007/978-3-319-44215-0_25","Kristine LorentzenTor-Morten GrønliGheorghita GhineaMuhammad YounasManoranjan Satpathy","2016","http://link.springer.com/chapter/10.1007/978-3-319-44215-0_25","Chapter"
"The RAGE Advanced Game Technologies Repository for Supporting Applied Game Development","Games and Learning Alliance","","","","10.1007/978-3-319-50182-6_21","Atanas GeorgievAlexander GrigorovBoyan BontchevPavel BoytchevKrassen StefanovWim WesteraRui PradaPaul HollinPablo Moreno Ger","2016","http://link.springer.com/chapter/10.1007/978-3-319-50182-6_21","Chapter"
"Multi-agent Solution for Adaptive Data Analysis in Sensor Networks at the Intelligent Hospital Ward","Active Media Technology","","","","10.1007/978-3-319-09912-5_38","Anton IvaschenkoAnton Minaev","2014","http://link.springer.com/chapter/10.1007/978-3-319-09912-5_38","Chapter"
"Semantic analysis and verification of context-driven adaptive applications in intelligent environments","Journal of Reliable Intelligent Environments","","2","2","10.1007/s40860-016-0019-5","Davy PreuveneersWouter Joosen","2016","http://link.springer.com/article/10.1007/s40860-016-0019-5","Article"
"Near Field Communication","Secure Smart Embedded Devices, Platforms and Applications","","","","10.1007/978-1-4614-7915-4_15","Gerald MadlmayrChristian KantnerThomas Grechenig","2014","http://link.springer.com/chapter/10.1007/978-1-4614-7915-4_15","Chapter"
"The fine art of user-centered software development","Software Quality Journal","","23","3","10.1007/s11219-014-9239-1","Bernhard PeischlMichaela FerkAndreas Holzinger","2015","http://link.springer.com/article/10.1007/s11219-014-9239-1","Article"
"A Model-Based Certification Framework for the EnergyBus Standard","Formal Techniques for Distributed Objects, Components, and Systems","","","","10.1007/978-3-662-43613-4_6","Alexander Graf-BrillHolger HermannsHubert Garavel","2014","http://link.springer.com/chapter/10.1007/978-3-662-43613-4_6","Chapter"
"The Database-is-the-Service Pattern for Microservice Architectures","Information Technology in Bio- and Medical Informatics","","","","10.1007/978-3-319-43949-5_18","Antonio MessinaRiccardo RizzoPietro StornioloMario TripicianoAlfonso Urso","2016","http://link.springer.com/chapter/10.1007/978-3-319-43949-5_18","Chapter"
"The 2012 UT Austin Villa Code Release","RoboCup 2013: Robot World Cup XVII","","","","10.1007/978-3-662-44468-9_49","Samuel BarrettKatie GenterYuchen HeTodd HesterPiyush KhandelwalJacob MenashePeter Stone","2014","http://link.springer.com/chapter/10.1007/978-3-662-44468-9_49","Chapter"
"Migrating and Pairing Recursive Stateful Components Between Multiple Devices with Liquid.js for Polymer","Web Engineering","","","","10.1007/978-3-319-38791-8_47","Andrea Gallidabino","2016","http://link.springer.com/chapter/10.1007/978-3-319-38791-8_47","Chapter"
"Combining Multi-Sensory Stimuli in Virtual Worlds – A Progress Report","Virtual, Augmented and Mixed Reality. Designing and Developing Virtual and Augmented Environments","","","","10.1007/978-3-319-07458-0_5","Julia FröhlichIpke Wachsmuth","2014","http://link.springer.com/chapter/10.1007/978-3-319-07458-0_5","Chapter"
"Middleware Technology for IoT Systems: Challenges and Perspectives Toward 5G","Internet of Things (IoT) in 5G Mobile Technologies","","","","10.1007/978-3-319-30913-2_15","Leonardo Albernaz AmaralEverton de MatosRamão Tiago TiburskiFabiano HesselWillian Tessaro LunardiSabrina Marczak","2016","http://link.springer.com/chapter/10.1007/978-3-319-30913-2_15","Chapter"
"On environments as systemic exoskeletons: crosscutting optimizers and antifragility enablers","Journal of Reliable Intelligent Environments","","1","2 - 4","10.1007/s40860-015-0006-2","Vincenzo De Florio","2015","http://link.springer.com/article/10.1007/s40860-015-0006-2","Article"
"Hybrid User Centered Development Methodology: An Application to Educational Software Development","New Horizons in Web Based Learning","","","","10.1007/978-3-319-13296-9_27","António Pedro CostaLuis Paulo ReisMaria João Loureiro","2014","http://link.springer.com/chapter/10.1007/978-3-319-13296-9_27","Chapter"
"A Usability Study of a Gesture Recognition System Applied During the Surgical Procedures","Design, User Experience, and Usability: Interactive Experience Design","","","","10.1007/978-3-319-20889-3_63","Antonio OpromollaValentina VolpiAndrea IngrossoStefano FabriClaudia RapuanoDelia PassalacquaCarlo Maria Medaglia","2015","http://link.springer.com/chapter/10.1007/978-3-319-20889-3_63","Chapter"
"Information Sharing Among Disaster Responders - An Interactive Spreadsheet-Based Collaboration Approach","Computer Supported Cooperative Work (CSCW)","","23","4 - 6","10.1007/s10606-014-9207-0","Athula GinigeLuca PaolinoMarco RomanoMonica SebilloGenoveffa TortoraGiuliana Vitiello","2014","http://link.springer.com/article/10.1007/s10606-014-9207-0","Article"
"3D Visualization for Microscopic Traffic Data Sources","Simulation of Urban Mobility","","","","10.1007/978-3-662-45079-6_7","Matthew FullertonAndreas WengerMathias BaurFlorian SchimandlJonas LüßmannSilja Hoffmann","2014","http://link.springer.com/chapter/10.1007/978-3-662-45079-6_7","Chapter"
"Editorial: security and reliability of critical systems","Journal of Ambient Intelligence and Humanized Computing","","7","2","10.1007/s12652-016-0348-5","Massimo Ficco","2016","http://link.springer.com/article/10.1007/s12652-016-0348-5","Article"
"SeLibCV: A Service Library for Computer Vision Researchers","Advances in Visual Computing","","","","10.1007/978-3-319-27863-6_50","Ahmad P. TaftiHamid HassanniaDee PiziakZeyun Yu","2015","http://link.springer.com/chapter/10.1007/978-3-319-27863-6_50","Chapter"
"PAVE: A Web Application to Identify and Correct Accessibility Problems in PDF Documents","Computers Helping People with Special Needs","","","","10.1007/978-3-319-08596-8_29","Luchin DobliesDavid StolzAlireza DarvishyHans-Peter Hutter","2014","http://link.springer.com/chapter/10.1007/978-3-319-08596-8_29","Chapter"
"From Lesson Learned to the Refactoring of the DRIHM Science Gateway for Hydro-meteorological Research","Journal of Grid Computing","","14","4","10.1007/s10723-016-9377-8","Daniele D’AgostinoEmanuele DanovaroAndrea ClematisLuca RoverelliGabriele ZereikAntonella Galizia","2016","http://link.springer.com/article/10.1007/s10723-016-9377-8","Article"
"Future Integration Concepts for ADAS","Handbook of Driver Assistance Systems","","","","10.1007/978-3-319-12352-3_56","Peter E. RiethThomas Raste","2016","http://link.springer.com/referenceworkentry/10.1007/978-3-319-12352-3_56","ReferenceWorkEntry"
"Hefestos: an intelligent system applied to ubiquitous accessibility","Universal Access in the Information Society","","15","4","10.1007/s10209-015-0423-2","João TavaresJorge BarbosaIsmael CardosoCristiano CostaAdenauer YaminRodrigo Real","2016","http://link.springer.com/article/10.1007/s10209-015-0423-2","Article"
"Transformation of Coloured Petri Nets to UML 2 Diagrams","New Perspectives in Information Systems and Technologies, Volume 2","","","","10.1007/978-3-319-05948-8_13","Ayman YassinHoda Hassan","2014","http://link.springer.com/chapter/10.1007/978-3-319-05948-8_13","Chapter"
"A Multi-case Study Analysis of Software Process Improvement in Very Small Companies Using ISO/IEC 29110","Systems, Software and Services Process Improvement","","","","10.1007/978-3-319-44817-6_3","Claude Y. LaporteRory V. O’Connor","2016","http://link.springer.com/chapter/10.1007/978-3-319-44817-6_3","Chapter"
"Measuring the Impact of ICTs on the Quality of Life of Ageing People with Mild Dementia","Smart Homes and Health Telematics","","","","10.1007/978-3-319-14424-5_11","Mounir MokhtariRomain EndelinHamdi AloulouThibaut Tiberghien","2015","http://link.springer.com/chapter/10.1007/978-3-319-14424-5_11","Chapter"
"Smart Objects: An Evaluation of the Present State Based on User Needs","Distributed, Ambient, and Pervasive Interactions","","","","10.1007/978-3-319-07788-8_34","Alessandra PapettiMatteo IualéSilvia CeccacciRoberta BevilacquaMichele GermaniMaura Mengoni","2014","http://link.springer.com/chapter/10.1007/978-3-319-07788-8_34","Chapter"
"A mobile-based solution for supporting end-users in the composition of services","Multimedia Tools and Applications","","","","10.1007/s11042-016-3910-4","Pedro ValderasVictoria TorresIgnacio MansanetVicente Pelechano","2016","http://link.springer.com/article/10.1007/s11042-016-3910-4","Article"
"Capturing Variability in Adaptation Spaces: A Three-Peaks Approach","Conceptual Modeling","","","","10.1007/978-3-319-25264-3_28","Konstantinos AngelopoulosVítor E. Silva SouzaJohn Mylopoulos","2015","http://link.springer.com/chapter/10.1007/978-3-319-25264-3_28","Chapter"
"A Platform for Measuring Susceptibility and Authority of Social Network Members","On the Move to Meaningful Internet Systems: OTM 2015 Workshops","","","","10.1007/978-3-319-26138-6_58","Gregorio D’AgostinoAntonio De Nicola","2015","http://link.springer.com/chapter/10.1007/978-3-319-26138-6_58","Chapter"
"Cloud based centralized task control for human domain multi-robot operations","Intelligent Service Robotics","","9","1","10.1007/s11370-015-0185-y","Rob JanssenRené van de MolengraftHerman BruyninckxMaarten Steinbuch","2016","http://link.springer.com/article/10.1007/s11370-015-0185-y","Article"
"Socially Embedded Technology: The Pathway to Sustainable Product Development","Designing Socially Embedded Technologies in the Real-World","","","","10.1007/978-1-4471-6720-4_2","Jörg BeringerMarkus Latzina","2015","http://link.springer.com/chapter/10.1007/978-1-4471-6720-4_2","Chapter"
"Location-triggered mobile access to a digital library of audio books using Tipple","International Journal on Digital Libraries","","17","4","10.1007/s00799-015-0165-z","Annika HinzeDavid Bainbridge","2016","http://link.springer.com/article/10.1007/s00799-015-0165-z","Article"
"Design and Implementation of a Competency Repository","New Perspectives in Information Systems and Technologies, Volume 1","","","","10.1007/978-3-319-05951-8_24","Michael KochDieter Landes","2014","http://link.springer.com/chapter/10.1007/978-3-319-05951-8_24","Chapter"
"A Step Toward Mobile Robots Autonomy: Energy Estimation Models","Towards Autonomous Robotic Systems","","","","10.1007/978-3-319-40379-3_18","Lotfi JaiemSebastien DruonLionel LapierreDidier Crestani","2016","http://link.springer.com/chapter/10.1007/978-3-319-40379-3_18","Chapter"
"Supporting Cyber-Security Based on Hardware-Software Interface Definition","Systems, Software and Services Process Improvement","","","","10.1007/978-3-319-44817-6_12","Georg MacherHarald SporerEugen BrennerChristian Kreiner","2016","http://link.springer.com/chapter/10.1007/978-3-319-44817-6_12","Chapter"
"Medee Method Framework: a situational approach for organization-centered MAS","Autonomous Agents and Multi-Agent Systems","","28","3","10.1007/s10458-013-9228-y","Sara J. CasareAnarosa A. F. BrandãoZahia GuessoumJaime S. Sichman","2014","http://link.springer.com/article/10.1007/s10458-013-9228-y","Article"
"A Virtual Prototyping Platform to Improve CAE Analysis Workflow","Augmented and Virtual Reality","","","","10.1007/978-3-319-22888-4_20","Francesco ArgeseAndrea MartiniLucio ColizziMarco FinaGiovanni ReoFiorenzo AmbrosinoPasquale BeneLeonardo Cosma","2015","http://link.springer.com/chapter/10.1007/978-3-319-22888-4_20","Chapter"
"Visualization of the Renewable Energy Resources","Augmented Reality, Virtual Reality, and Computer Graphics","","","","10.1007/978-3-319-40621-3_17","Ravil MuhamedyevSophia KiselevaViktors I. GopejenkoYedilkhan AmirgaliyevElena MuhamedyevaAleksejs V. GopejenkoFarida Abdoldina","2016","http://link.springer.com/chapter/10.1007/978-3-319-40621-3_17","Chapter"
"Agent Bodies: An Interface Between Agent and Environment","Agent Environments for Multi-Agent Systems IV","","","","10.1007/978-3-319-23850-0_2","Julien SaunierCarlos CarrascosaStéphane GallandPatrick Simo Kanmeugne","2015","http://link.springer.com/chapter/10.1007/978-3-319-23850-0_2","Chapter"
"Optimal Predictive Control for Intelligent Usage of Hybrid Vehicles","Advanced Microsystems for Automotive Applications 2016","","","","10.1007/978-3-319-44766-7_16","Mariano SansaHamza Idrissi Hassani Azami","2016","http://link.springer.com/chapter/10.1007/978-3-319-44766-7_16","Chapter"
